timestamp,nee,h,le,fch4,ustar,sw_in,vpd,rh,pa,ta,ts,wtd,swc,gpp_nt,reco_nt,gpp_dt,reco_dt,wd,ws,nee_f,h_f,le_f,fch4_f,sw_in_f,lw_in_f,vpd_f,rh_f,pa_f,ta_f,p_f,ts_f,wtd_f,swc_f,ws_f,le_f_annoptlm,nee_f_annoptlm,fch4_f_annoptlm,fch4_f_annoptlm_qc,water_table_depth,ch4_flux
20130401,-1.3359083333333328,84.31763133333334,68.77469137931033,52.811612903225814,0.19985084172340423,-9999,7.426535780680852,-9999,101.35014366808512,-9999,-9999,-9999,-9999,4.162690212765957,4.721821276595745,6.0880936170212765,7.548029902127659,223.8414767223404,2.66524457993617,0.5591365957446808,50.71602978723404,47.22393778723405,43.21112765957447,204.82691489361704,372.3048723404256,7.426510638297874,-9999,101.350170212766,21.53168085106383,3.288,24.934531914893626,-1.0642153191489363,12.745182978723404,2.6651914893617032,46.23506943627768,0.8316319087195677,43.65245440877175,1,-1.06421531914894,43.211127659574494
20130402,-0.7370925925925924,115.39644428571432,84.53344038461537,22.1388,0.16829805399999995,-9999,10.125657127577776,-9999,101.47026964375,-9999,-9999,-9999,-9999,4.079871875000001,4.78325,5.9594291666666654,7.634508089583331,239.10645665897923,1.6848718347083336,0.7033777083333331,68.34536291666666,62.21398541666665,24.2014375,208.368875,377.8118124999999,9.550229166666666,-9999,101.47027083333332,22.107854166666673,0.012,24.902166666666663,-0.9853122916666668,13.913422916666669,1.6849166666666664,61.42959870501099,1.0070073072307255,22.585228193880855,1,-0.9853122916666668,24.201437499999997
20130403,-3.110177878787878,75.99873060606063,89.8183834375,18.917812499999997,0.2253512744791667,-9999,10.033993486972223,-9999,101.38954968333336,-9999,-9999,-9999,-9999,5.569798541666664,4.99245625,5.68703125,7.572903327083334,124.32121618395831,3.1297423065624987,-0.5773618750000001,47.10522291666669,64.88419293750002,25.289791666666662,203.1880833333333,386.60718750000007,8.349375000000002,-9999,101.38952083333334,24.085291666666667,0.078,25.44610416666666,-1.0274862500000002,13.222860416666665,3.1297291666666656,64.0929907210908,-0.3760777788145993,20.620166952834808,1,-1.0274862499999997,25.289791666666698
20130404,2.3453220000000004,-3.6316940909090913,57.582776,13.248888888888883,0.20933067265957453,-9999,4.2278274643617015,-9999,101.26909432553197,-9999,-9999,-9999,-9999,2.3735528124999994,4.883743749999999,4.807631249999999,6.839095827083335,183.10549230340428,2.3036553148510635,2.5102363749999994,1.1087416666666672,50.18188958333334,37.52677083333332,169.3508125,392.18606250000016,4.2123125,-9999,101.26789583333333,22.997520833333336,6.708000000000002,24.91658333333333,-1.0454985416666671,14.554314583333332,2.315625,43.258246586414614,2.721130448422341,18.68390186990118,1,-1.04549854166667,37.5267708333333
20130405,2.8308368571428573,0.218006904761904,61.35077777777778,41.64806451612903,0.204247815125,-9999,3.4798663889375003,-9999,100.93547444375002,-9999,-9999,-9999,-9999,2.2411386041666668,4.624325000000002,3.797664104166666,6.0344995333333324,234.2569041290417,3.083456557916667,2.383178750000001,0.5137416666666653,53.95170833333334,48.73678541666669,127.45268749999998,382.07368749999983,3.479854166666666,-9999,100.93539583333336,20.5275,16.379999999999995,23.69122916666667,-1.0012995833333334,13.973731249999998,3.083375,54.08350315033824,2.617446651454527,33.77186892282622,1,-1.0012995833333298,48.7367854166667
20130406,0.9470604347826088,71.55147191489361,72.18815468085106,19.052978723404255,0.27085757066666666,-9999,6.435438691291666,-9999,101.46025303333332,-9999,-9999,-9999,-9999,3.4950200250000005,4.492193749999998,4.587575645833333,5.416792895833333,148.0101267563958,3.2447170805416663,0.9971697916666667,69.72852291666668,70.8294825,19.424625,214.1253125,353.61843749999986,6.435416666666668,-9999,101.46025000000002,18.898916666666665,0.12000000000000002,24.13170833333333,-0.9095864583333332,18.10358958333334,3.2446875000000013,70.66509574038568,1.0251996449577796,19.07519197238101,1,-0.909586458333333,19.424625
20130407,-1.5726078571428574,84.85278399999999,105.8940668965517,8.552758620689655,0.1806647133958333,-9999,7.437086359270832,-9999,101.64495319375004,-9999,-9999,-9999,-9999,3.677381620833332,4.81793125,4.289046875,5.451648649999999,92.00269433322916,2.082658708729167,1.1405597916666663,48.090844375,66.43958104166667,15.093187499999996,181.39270833333333,373.3073124999999,7.4370625000000015,-9999,101.64495833333332,21.263500000000004,0.114,25.3244375,-1.1844783333333333,11.159,2.0826458333333333,64.72062561242315,1.1022818514092152,14.245348342346606,1,-1.1844783333333302,15.0931875
20130408,-1.7314129032258063,87.6608006451613,119.30620766666664,16.919999999999998,0.18446377714583337,-9999,11.071483936051283,-9999,101.64843145624998,-9999,-9999,-9999,-9999,4.63092525,5.0337666666666685,5.593116666666668,5.7566262166666675,148.9089067933334,2.1227690923541656,0.40282083333333296,52.33883125000001,78.20823606249998,22.796504166666665,237.3411875,364.23093749999987,9.471145833333331,-9999,101.6484375,22.622833333333336,0,25.31781250000001,-1.1156172916666665,12.199620833333332,2.1227291666666663,76.63461021826969,0.66343479963768,19.28006641834372,1,-1.11561729166667,22.7965041666667
20130409,-3.7687757692307686,73.14773555555554,102.11318111111112,24.73708333333333,0.2064066068125001,-9999,8.49114442019512,-9999,101.69552785208332,-9999,-9999,-9999,-9999,4.761888329166666,5.18103125,5.673011666666668,6.101794689583333,130.24555244181255,2.384235243375,0.4191487499999996,34.81876625,63.87205,18.577197270833327,195.21425,380.4133125000002,8.069666666666668,-9999,101.69552083333332,23.12304166666667,0,25.21514583333333,-1.0773077083333331,12.8060625,2.3842708333333333,64.31763528639136,0.22207587620663669,24.019297016022023,1,-1.07730770833333,18.577197270833295
20130410,-3.0693454545454544,76.903135625,105.1782,13.467241379310346,0.219994385875,-9999,8.831602800468087,-9999,101.46802129583334,-9999,-9999,-9999,-9999,5.462092375000003,5.5789062499999975,6.338854791666668,6.676617950000002,147.24290869270828,2.8724243204583324,0.11680833333333412,46.21280208333335,85.0735118125,10.014152083333332,204.91254166666667,391.36093749999986,8.82797916666667,-9999,101.4679583333333,24.40789583333333,0,25.68927083333333,-1.0879110416666666,12.457125,2.8724375000000006,76.81446171347206,-0.4658536208938697,17.439887109959937,1,-1.08791104166667,10.014152083333299
